epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,1926.85,2.3844,3.18193,0,2.67247,2.86185,0.42195,0.41026,0.40261,0.17107,0.47066,0.33846,0.37224,0.14198,1.9335,3.07144,0,2.79895,2.62876,0.0016634,0.0016634,0.0016634
19,2039.01,2.41855,3.19946,0,2.61515,2.88119,0.27842,0.37436,0.2719,0.11111,0.31153,0.35897,0.25989,0.10093,1.9442,3.04442,0,4.0868,2.68734,0.0016436,0.0016436,0.0016436
20,2147.69,2.33887,3.18816,0,2.61482,2.86621,0.44562,0.4081,0.39032,0.17993,0.42197,0.37436,0.3363,0.12484,1.90204,3.09448,0,2.72035,2.63211,0.0016238,0.0016238,0.0016238
21,2256.6,2.29493,2.93909,0,2.49388,2.8657,0.41845,0.4,0.37614,0.17266,0.43777,0.29231,0.3431,0.13818,1.87773,3.01985,0,3.5237,2.62805,0.001604,0.001604,0.001604
22,2366.25,2.27448,3.07163,0,2.42413,2.791,0.49036,0.49343,0.48827,0.22114,0.48951,0.47179,0.46329,0.19763,1.83523,2.96216,0,2.20479,2.56163,0.0015842,0.0015842,0.0015842
23,2477.43,2.25172,3.20186,0,2.37751,2.73587,0.54408,0.43077,0.45818,0.18345,0.53315,0.49744,0.47837,0.1905,1.89081,2.93957,0,2.38528,2.60676,0.0015644,0.0015644,0.0015644
24,2585.04,2.26014,2.97696,0,2.39592,2.80812,0.48315,0.51282,0.48527,0.19643,0.44197,0.49744,0.4098,0.14774,1.89906,3.0478,0,2.57046,2.65576,0.0015446,0.0015446,0.0015446
25,2692.86,2.24058,3.16716,0,2.3233,2.78898,0.51579,0.46434,0.42389,0.18338,0.43275,0.44615,0.36762,0.1483,1.88758,3.05154,0,2.32605,2.72274,0.0015248,0.0015248,0.0015248
26,2776.56,2.243,3.34971,0,2.34391,2.71593,0.59896,0.53846,0.56391,0.26313,0.56474,0.50769,0.51631,0.23244,1.84118,2.89501,0,2.02568,2.54293,0.001505,0.001505,0.001505
27,2845.98,2.21236,3.16042,0,2.28637,2.70287,0.46339,0.51795,0.51911,0.24195,0.42668,0.47692,0.44134,0.18091,1.86182,2.96571,0,2.0186,2.54036,0.0014852,0.0014852,0.0014852
28,2915.42,2.17007,2.73946,0,2.26435,2.72103,0.64613,0.62737,0.65363,0.30977,0.61074,0.6,0.5546,0.23655,1.85536,2.87379,0,1.95199,2.52761,0.0014654,0.0014654,0.0014654
29,2984.78,2.20811,3.09345,0,2.21499,2.69545,0.60698,0.594,0.63051,0.26865,0.62494,0.57949,0.55563,0.24401,1.88029,2.81826,0,1.93603,2.60773,0.0014456,0.0014456,0.0014456
30,3055.71,2.17056,2.95295,0,2.16952,2.6802,0.65492,0.58396,0.73296,0.33909,0.65331,0.56049,0.63269,0.28622,1.76209,2.81692,0,1.73945,2.51899,0.0014258,0.0014258,0.0014258
31,3126.75,2.05479,2.89512,0,2.14223,2.57971,0.7254,0.67179,0.74596,0.37427,0.69945,0.60866,0.64355,0.27916,1.71871,2.81201,0,1.69067,2.46115,0.001406,0.001406,0.001406
32,3196.41,2.11837,3.0997,0,2.10518,2.60478,0.70176,0.65641,0.70483,0.29624,0.66338,0.62051,0.6583,0.28914,1.80652,2.85191,0,1.88439,2.46872,0.0013862,0.0013862,0.0013862
33,3265.94,2.05446,3.19933,0,2.05408,2.57448,0.69012,0.59487,0.68587,0.35129,0.61278,0.52821,0.57752,0.24438,1.72999,2.90418,0,1.80497,2.44613,0.0013664,0.0013664,0.0013664
34,3335.49,2.06808,2.96839,0,2.03816,2.57298,0.67541,0.70769,0.75783,0.39536,0.6328,0.62051,0.63818,0.26487,1.7203,2.94115,0,1.59936,2.46819,0.0013466,0.0013466,0.0013466
35,3404.69,2.0142,2.89473,0,2.00725,2.56429,0.70389,0.54872,0.66261,0.30711,0.63637,0.49231,0.55653,0.22444,1.80062,2.9878,0,2.06427,2.61651,0.0013268,0.0013268,0.0013268
36,3474,2.00611,2.67763,0,1.9112,2.53869,0.71104,0.66154,0.77483,0.39244,0.64487,0.59598,0.63408,0.25666,1.67284,2.86718,0,1.55372,2.40273,0.001307,0.001307,0.001307
37,3543.2,2.00216,2.87578,0,1.95179,2.54923,0.71408,0.62051,0.7016,0.36671,0.66216,0.57292,0.59757,0.22782,1.65707,2.91535,0,1.73412,2.36819,0.0012872,0.0012872,0.0012872
38,3614.21,1.97661,2.80491,0,1.91095,2.47729,0.7952,0.70769,0.81505,0.43171,0.69724,0.62051,0.67416,0.27911,1.65928,2.91939,0,1.56717,2.36705,0.0012674,0.0012674,0.0012674
39,3683.17,2.03623,2.77675,0,1.83865,2.51272,0.62647,0.71388,0.72791,0.38766,0.5941,0.58462,0.59932,0.24957,1.63939,2.92119,0,1.55935,2.32178,0.0012476,0.0012476,0.0012476
40,3752.04,2.03585,2.79841,0,1.91582,2.50375,0.29531,0.61538,0.36138,0.18395,0.25218,0.6,0.28886,0.10653,1.71601,2.96909,0,2.36444,2.38012,0.0012278,0.0012278,0.0012278
41,3820.78,1.9358,2.87476,0,1.91766,2.43975,0.7097,0.66667,0.76082,0.37404,0.62715,0.57436,0.61787,0.24363,1.72516,2.93786,0,1.60166,2.39095,0.001208,0.001208,0.001208
42,3889.67,1.91144,2.8328,0,1.84986,2.43277,0.83779,0.66667,0.82794,0.41738,0.68162,0.66154,0.68107,0.28451,1.73056,2.87221,0,1.4908,2.43899,0.0011882,0.0011882,0.0011882
43,3958.29,1.90335,2.81199,0,1.80935,2.44945,0.71647,0.69979,0.79827,0.39688,0.67574,0.59848,0.6199,0.21564,1.65556,3.05838,0,1.69866,2.36959,0.0011684,0.0011684,0.0011684
44,4026.87,1.92226,2.80826,0,1.81825,2.45141,0.78933,0.70769,0.82137,0.38677,0.71787,0.63077,0.70016,0.30041,1.75944,2.80908,0,1.47414,2.4186,0.0011486,0.0011486,0.0011486
45,4096.14,1.92316,2.80608,0,1.77327,2.40779,0.85795,0.74872,0.872,0.47469,0.70927,0.71313,0.71458,0.30809,1.63069,2.78009,0,1.36085,2.29973,0.0011288,0.0011288,0.0011288
46,4163.93,1.84675,2.77635,0,1.69635,2.37431,0.81349,0.76049,0.82585,0.4451,0.70853,0.68718,0.67433,0.29961,1.64013,2.77993,0,1.42183,2.3418,0.001109,0.001109,0.001109
47,4231.69,1.86323,2.68874,0,1.75655,2.39555,0.86022,0.75746,0.87649,0.47866,0.74469,0.68805,0.68373,0.3019,1.57525,2.78198,0,1.42588,2.29244,0.0010892,0.0010892,0.0010892
48,4300.01,1.83398,2.64462,0,1.6861,2.39284,0.76896,0.73393,0.86249,0.46958,0.70423,0.66667,0.72033,0.31169,1.57344,2.72532,0,1.37431,2.27787,0.0010694,0.0010694,0.0010694
49,4367.91,1.81711,2.70752,0,1.67965,2.34901,0.85357,0.76923,0.88883,0.48675,0.76872,0.69231,0.74668,0.34022,1.55037,2.68882,0,1.3042,2.22435,0.0010496,0.0010496,0.0010496
50,4437.12,1.85538,2.87577,0,1.75875,2.3919,0.81743,0.74359,0.85711,0.43072,0.73696,0.66154,0.71819,0.31362,1.61605,2.71005,0,1.3997,2.30115,0.0010298,0.0010298,0.0010298
51,4505.56,1.82284,2.75543,0,1.67932,2.33255,0.7496,0.81366,0.85556,0.47555,0.68038,0.68775,0.68931,0.3095,1.57581,2.7711,0,1.32611,2.22571,0.00101,0.00101,0.00101
52,4573.77,1.77858,2.67517,0,1.63104,2.32925,0.84701,0.82335,0.91401,0.52531,0.7707,0.71795,0.74308,0.3302,1.54131,2.7338,0,1.1872,2.21761,0.0009902,0.0009902,0.0009902
53,4642.05,1.7439,2.59545,0,1.59167,2.27497,0.8538,0.78974,0.88849,0.48037,0.78172,0.72308,0.76103,0.31925,1.55037,2.7471,0,1.26832,2.2486,0.0009704,0.0009704,0.0009704
54,4710.57,1.77924,2.7312,0,1.6036,2.28608,0.85845,0.83974,0.91027,0.50799,0.76855,0.71282,0.74312,0.31992,1.53025,2.72776,0,1.23037,2.20388,0.0009506,0.0009506,0.0009506
55,4779.46,1.85399,2.69922,0,1.58209,2.30933,0.86993,0.85745,0.91827,0.4531,0.79628,0.77436,0.78124,0.32015,1.59429,2.72154,0,1.26254,2.26368,0.0009308,0.0009308,0.0009308
56,4846.92,1.7826,2.92844,0,1.56744,2.29815,0.89685,0.83077,0.94096,0.52682,0.78095,0.77436,0.74823,0.32605,1.519,2.72136,0,1.16486,2.18307,0.000911,0.000911,0.000911
57,4924.28,1.70128,2.49106,0,1.50543,2.2188,0.91928,0.81026,0.94386,0.53335,0.83749,0.73846,0.81606,0.3529,1.50848,2.67872,0,1.21214,2.16078,0.0008912,0.0008912,0.0008912
58,4999.92,1.76054,2.87894,0,1.52982,2.27242,0.81701,0.84103,0.89263,0.52661,0.72963,0.73846,0.72828,0.30235,1.44605,2.73602,0,1.17424,2.0807,0.0008714,0.0008714,0.0008714
59,5070.72,1.759,2.71579,0,1.61917,2.26534,0.85741,0.77094,0.90233,0.48568,0.75093,0.66484,0.72274,0.30977,1.55261,2.70566,0,1.18845,2.19278,0.0008516,0.0008516,0.0008516
60,5142.98,1.68139,2.63493,0,1.52967,2.23313,0.70812,0.80513,0.83644,0.471,0.67943,0.66301,0.68014,0.29124,1.44292,2.70723,0,1.49381,2.10869,0.0008318,0.0008318,0.0008318
61,5274.86,1.72722,2.76163,0,1.54861,2.24235,0.86197,0.8359,0.93107,0.54456,0.7737,0.75897,0.78763,0.33607,1.43907,2.67969,0,1.12698,2.13063,0.000812,0.000812,0.000812
62,5398.67,1.6127,2.59196,0,1.45705,2.16662,0.89628,0.85128,0.93324,0.54443,0.80157,0.7641,0.76647,0.32942,1.4319,2.70666,0,1.11697,2.124,0.0007922,0.0007922,0.0007922
63,5523.89,1.75868,2.92647,0,1.47974,2.26953,0.83025,0.77436,0.8441,0.4638,0.7549,0.70256,0.72366,0.2954,1.54363,2.69832,0,1.23354,2.20831,0.0007724,0.0007724,0.0007724
64,5650.33,1.75885,2.94205,0,1.47944,2.29256,0.80745,0.81538,0.88255,0.50776,0.71874,0.68205,0.70345,0.2986,1.44681,2.7382,0,1.24686,2.08406,0.0007526,0.0007526,0.0007526
65,5759.29,1.70358,2.7257,0,1.46378,2.20417,0.7649,0.81754,0.85502,0.50077,0.67177,0.71282,0.67459,0.27963,1.34791,2.77303,0,1.31925,2.01289,0.0007328,0.0007328,0.0007328
66,5866.44,1.65231,2.64808,0,1.44817,2.20531,0.87521,0.89916,0.942,0.56111,0.76606,0.78927,0.76083,0.31541,1.38812,2.71232,0,1.09669,2.07727,0.000713,0.000713,0.000713
67,5975.11,1.65646,2.58022,0,1.39011,2.23386,0.94509,0.84615,0.94719,0.55178,0.85267,0.75385,0.80844,0.33911,1.45102,2.70921,0,1.1037,2.17342,0.0006932,0.0006932,0.0006932
68,6082.2,1.7149,2.61098,0,1.50255,2.24011,0.89819,0.87692,0.94767,0.52568,0.82634,0.78462,0.81321,0.33863,1.48071,2.69727,0,1.09067,2.15182,0.0006734,0.0006734,0.0006734
69,6191.02,1.70054,2.59437,0,1.37623,2.23195,0.91926,0.87579,0.95169,0.55987,0.83263,0.78974,0.80989,0.35571,1.39276,2.64607,0,1.09633,2.10309,0.0006536,0.0006536,0.0006536
70,6296.22,1.68447,2.51354,0,1.48798,2.23943,0.90983,0.87965,0.95742,0.55521,0.80938,0.78387,0.79874,0.34724,1.4652,2.65182,0,1.03488,2.15271,0.0006338,0.0006338,0.0006338
71,6406.35,1.69294,2.55829,0,1.44298,2.20172,0.91425,0.89231,0.95666,0.53844,0.84515,0.81538,0.83175,0.34428,1.47709,2.6848,0,1.08657,2.1604,0.000614,0.000614,0.000614
72,6514.9,1.6863,2.67468,0,1.455,2.20648,0.877,0.87757,0.92425,0.55014,0.79476,0.77436,0.75491,0.33565,1.38344,2.64402,0,1.11413,2.02889,0.0005942,0.0005942,0.0005942
73,6624.48,1.60766,2.75245,0,1.36714,2.15597,0.91968,0.84615,0.93497,0.5636,0.81434,0.74872,0.78886,0.36567,1.37166,2.63188,0,1.07718,2.0246,0.0005744,0.0005744,0.0005744
74,6732.12,1.60232,2.35445,0,1.33378,2.15069,0.89809,0.90383,0.95155,0.59922,0.79213,0.80513,0.80417,0.36101,1.30301,2.57211,0,1.04112,1.95488,0.0005546,0.0005546,0.0005546
75,6839.02,1.6255,2.56644,0,1.40138,2.1312,0.91346,0.92019,0.97091,0.60652,0.8135,0.82765,0.82379,0.37862,1.31577,2.52071,0,0.95333,1.97515,0.0005348,0.0005348,0.0005348
76,6944.51,1.61607,2.55188,0,1.31198,2.15706,0.9385,0.86078,0.94709,0.58207,0.85332,0.77567,0.81611,0.37425,1.31671,2.50041,0,1.03706,2.00482,0.000515,0.000515,0.000515
77,7051.59,1.60577,2.59508,0,1.40822,2.17247,0.92322,0.92499,0.96758,0.61272,0.83598,0.83642,0.81818,0.39348,1.27068,2.47774,0,0.97122,1.9798,0.0004952,0.0004952,0.0004952
78,7160.35,1.57566,2.49125,0,1.35413,2.10854,0.92773,0.92169,0.96679,0.60498,0.83983,0.83357,0.82819,0.39458,1.29472,2.47862,0,0.94575,1.99663,0.0004754,0.0004754,0.0004754
79,7267.32,1.55779,2.68687,0,1.32658,2.0878,0.89979,0.9209,0.95702,0.59247,0.82434,0.84233,0.83438,0.38178,1.29894,2.51075,0,0.95307,1.95355,0.0004556,0.0004556,0.0004556
80,7376.35,1.56826,2.4747,0,1.31009,2.07772,0.87623,0.91282,0.9554,0.61706,0.81275,0.77906,0.81214,0.36355,1.25086,2.54334,0,0.96578,1.88172,0.0004358,0.0004358,0.0004358
81,7482.5,1.58279,2.58869,0,1.34639,2.10209,0.94127,0.90414,0.96223,0.58347,0.86173,0.8359,0.84163,0.37059,1.35481,2.58806,0,0.95786,1.99438,0.000416,0.000416,0.000416
82,7587.83,1.50684,2.46808,0,1.27007,2.04609,0.89429,0.91109,0.94506,0.61137,0.79808,0.81076,0.79889,0.33559,1.2221,2.60986,0,0.98849,1.86616,0.0003962,0.0003962,0.0003962
83,7695.75,1.52254,2.50295,0,1.30279,2.02818,0.93849,0.89744,0.96219,0.61831,0.8537,0.81538,0.84342,0.35965,1.25696,2.57953,0,0.94151,1.90965,0.0003764,0.0003764,0.0003764
84,7804.06,1.54181,2.60669,0,1.30409,2.07624,0.91303,0.91519,0.96714,0.61229,0.84364,0.81538,0.83445,0.36262,1.25033,2.55108,0,0.94797,1.89514,0.0003566,0.0003566,0.0003566
85,7911.09,1.52112,2.64401,0,1.30552,2.02957,0.95206,0.88205,0.97514,0.62953,0.85084,0.77436,0.81701,0.35899,1.24388,2.55989,0,0.94164,1.8777,0.0003368,0.0003368,0.0003368
86,8019.99,1.56505,2.55131,0,1.30213,2.11268,0.97086,0.88718,0.97633,0.64458,0.87896,0.82564,0.85306,0.36337,1.22734,2.58823,0,0.8996,1.8873,0.000317,0.000317,0.000317
87,8128.48,1.52464,2.594,0,1.22953,2.04692,0.93051,0.89266,0.96819,0.63226,0.8625,0.8,0.84448,0.35507,1.20041,2.60886,0,0.93297,1.86651,0.0002972,0.0002972,0.0002972
88,8237.01,1.50741,2.22054,0,1.29526,2.0592,0.9119,0.90238,0.95843,0.59498,0.81637,0.81538,0.82491,0.32877,1.24662,2.63747,0,0.97651,1.89196,0.0002774,0.0002774,0.0002774
89,8342.73,1.47267,2.3575,0,1.2661,2.00168,0.91799,0.92308,0.96906,0.61017,0.81645,0.8359,0.82006,0.33763,1.24574,2.60275,0,0.91001,1.87273,0.0002576,0.0002576,0.0002576
90,8449.09,1.53465,2.44721,0,1.28863,2.06192,0.94155,0.90871,0.97129,0.64067,0.84298,0.83077,0.8279,0.33871,1.19531,2.57514,0,0.86858,1.83274,0.0002378,0.0002378,0.0002378
91,8556.83,1.33252,2.26327,0,1.13918,1.94168,0.94167,0.91063,0.97761,0.64476,0.82849,0.81749,0.82,0.34244,1.20253,2.57818,0,0.88718,1.82338,0.000218,0.000218,0.000218
92,8660.33,1.33748,2.38304,0,1.02832,1.93873,0.91908,0.91795,0.9764,0.64305,0.84744,0.81538,0.83636,0.36589,1.20578,2.57154,0,0.88592,1.83298,0.0001982,0.0001982,0.0001982
93,8766.05,1.32004,2.35191,0,1.00353,1.95096,0.91602,0.95091,0.97991,0.63762,0.86475,0.8359,0.84435,0.37638,1.23234,2.56322,0,0.88466,1.87456,0.0001784,0.0001784,0.0001784
94,8871.26,1.29636,2.36204,0,0.99473,1.95197,0.92326,0.92308,0.98169,0.66152,0.86246,0.81538,0.83868,0.37,1.17147,2.55837,0,0.8628,1.8201,0.0001586,0.0001586,0.0001586
95,8978.03,1.28437,2.43112,0,0.95538,1.90122,0.9607,0.89744,0.97958,0.66503,0.84164,0.81538,0.82233,0.35623,1.15969,2.55911,0,0.87286,1.8012,0.0001388,0.0001388,0.0001388
96,9085.21,1.26745,2.34486,0,0.95166,1.86449,0.92032,0.92821,0.98011,0.67019,0.86885,0.81536,0.85113,0.37659,1.16704,2.52947,0,0.85794,1.81237,0.000119,0.000119,0.000119
97,9190.36,1.29303,2.35724,0,0.96059,1.94486,0.92424,0.93839,0.98095,0.6581,0.86402,0.84723,0.86813,0.38518,1.18616,2.52368,0,0.85105,1.83253,9.92e-05,9.92e-05,9.92e-05
98,9295.47,1.29021,2.25348,0,0.95818,1.96811,0.93115,0.92308,0.98199,0.66117,0.8958,0.82051,0.87168,0.38003,1.16062,2.51258,0,0.83976,1.80787,7.94e-05,7.94e-05,7.94e-05
99,9400.14,1.27291,2.24023,0,0.98884,1.89828,0.95189,0.91313,0.98273,0.6667,0.88784,0.82051,0.87255,0.38389,1.14531,2.51075,0,0.83157,1.79024,5.96e-05,5.96e-05,5.96e-05
100,9507.34,1.21055,2.34793,0,0.92482,1.87366,0.96429,0.90256,0.9839,0.66863,0.8975,0.81026,0.86512,0.38435,1.13576,2.50652,0,0.82738,1.78852,3.98e-05,3.98e-05,3.98e-05
