epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,224.925,2.84245,3.67894,0,4.09818,3.89946,0.00088,0.25,0.00171,0.00154,0.00353,1,0.01753,0.00384,3.57165,3.71014,0,4.21375,3.88155,0.0009704,0.0009704,0.0009704
54,229.083,2.61239,3.10908,0,4.09907,3.72182,0.00088,0.25,0.00171,0.00154,0.00353,1,0.01753,0.00384,3.57165,3.71014,0,4.21375,3.88155,0.0009506,0.0009506,0.0009506
55,233.202,2.85781,4.06976,0,4.21009,3.62509,0.00088,0.25,0.00171,0.00154,0.00353,1,0.01753,0.00384,3.57165,3.71014,0,4.21375,3.88155,0.0009308,0.0009308,0.0009308
56,237.391,2.92774,4.05151,0,3.66273,3.59801,0.00107,0.25,0.0017,0.00136,0.00426,1,0.01531,0.00606,3.32884,3.42429,0,4.10313,3.68896,0.000911,0.000911,0.000911
57,241.689,2.66564,2.95962,0,4.05443,3.72395,0.00107,0.25,0.0017,0.00136,0.00426,1,0.01531,0.00606,3.32884,3.42429,0,4.10313,3.68896,0.0008912,0.0008912,0.0008912
58,245.86,2.94075,4.13987,0,3.66102,3.60132,0.00107,0.25,0.0017,0.00136,0.00426,1,0.01531,0.00606,3.32884,3.42429,0,4.10313,3.68896,0.0008714,0.0008714,0.0008714
59,249.99,2.68479,3.53048,0,3.81335,3.71326,0.00107,0.25,0.0017,0.00136,0.00426,1,0.01531,0.00606,3.32884,3.42429,0,4.10313,3.68896,0.0008516,0.0008516,0.0008516
60,254.08,2.64057,3.15475,0,4.20256,3.70359,0.00107,0.25,0.0017,0.00136,0.00426,1,0.01531,0.00606,3.32884,3.42429,0,4.10313,3.68896,0.0008318,0.0008318,0.0008318
61,258.495,2.55005,3.43646,0,3.70379,3.52267,0.00263,0.75,0.00946,0.00277,0.00351,1,0.02226,0.00996,3.04178,3.32438,0,4.0251,3.48647,0.000812,0.000812,0.000812
62,262.638,2.42803,3.9856,0,4.0012,3.47782,0.00263,0.75,0.00946,0.00277,0.00351,1,0.02226,0.00996,3.04178,3.32438,0,4.0251,3.48647,0.0007922,0.0007922,0.0007922
63,266.809,2.77622,2.85252,0,4.0421,3.64022,0.00263,0.75,0.00946,0.00277,0.00351,1,0.02226,0.00996,3.04178,3.32438,0,4.0251,3.48647,0.0007724,0.0007724,0.0007724
64,270.945,2.34432,3.27615,0,3.5454,3.44812,0.00263,0.75,0.00946,0.00277,0.00351,1,0.02226,0.00996,3.04178,3.32438,0,4.0251,3.48647,0.0007526,0.0007526,0.0007526
65,275.123,2.87568,3.41188,0,3.5733,3.67198,0.00263,0.75,0.00946,0.00277,0.00351,1,0.02226,0.00996,3.04178,3.32438,0,4.0251,3.48647,0.0007328,0.0007328,0.0007328
66,279.3,2.92487,3.66854,0,4.02927,3.5349,0.0025,0.75,0.4136,0.09165,0.00333,1,0.44953,0.21758,3.12447,3.26993,0,4.00916,3.41281,0.000713,0.000713,0.000713
67,283.449,2.50077,3.65888,0,3.62069,3.48163,0.0025,0.75,0.4136,0.09165,0.00333,1,0.44953,0.21758,3.12447,3.26993,0,4.00916,3.41281,0.0006932,0.0006932,0.0006932
68,287.543,2.66087,3.19837,0,3.91018,3.45013,0.0025,0.75,0.4136,0.09165,0.00333,1,0.44953,0.21758,3.12447,3.26993,0,4.00916,3.41281,0.0006734,0.0006734,0.0006734
69,291.648,2.71544,3.21611,0,3.93378,3.51733,0.0025,0.75,0.4136,0.09165,0.00333,1,0.44953,0.21758,3.12447,3.26993,0,4.00916,3.41281,0.0006536,0.0006536,0.0006536
70,295.784,2.75681,3.57931,0,3.93876,3.47249,0.0025,0.75,0.4136,0.09165,0.00333,1,0.44953,0.21758,3.12447,3.26993,0,4.00916,3.41281,0.0006338,0.0006338,0.0006338
71,299.983,2.44728,3.32088,0,3.52985,3.38193,0.0025,0.75,0.4136,0.09165,0.00333,1,0.44953,0.21758,3.12447,3.26993,0,4.00916,3.41281,0.000614,0.000614,0.000614
72,304.315,2.60135,3.84541,0,3.71833,3.29993,0.46268,0.5,0.37142,0.08369,0.46268,0.5,0.39069,0.19936,3.01252,3.18486,0,4.17354,3.33817,0.0005942,0.0005942,0.0005942
73,308.44,2.70922,3.11613,0,4.13977,3.46653,0.46268,0.5,0.37142,0.08369,0.46268,0.5,0.39069,0.19936,3.01252,3.18486,0,4.17354,3.33817,0.0005744,0.0005744,0.0005744
74,312.527,2.46234,3.1979,0,3.72958,3.33267,0.46268,0.5,0.37142,0.08369,0.46268,0.5,0.39069,0.19936,3.01252,3.18486,0,4.17354,3.33817,0.0005546,0.0005546,0.0005546
75,316.588,2.98898,3.86958,0,3.50148,3.37267,0.46268,0.5,0.37142,0.08369,0.46268,0.5,0.39069,0.19936,3.01252,3.18486,0,4.17354,3.33817,0.0005348,0.0005348,0.0005348
76,320.662,2.6783,3.44495,0,3.31808,3.3146,0.46268,0.5,0.37142,0.08369,0.46268,0.5,0.39069,0.19936,3.01252,3.18486,0,4.17354,3.33817,0.000515,0.000515,0.000515
77,324.828,2.32028,3.61153,0,3.28464,3.30772,0.69879,0.5,0.49668,0.11933,0.69879,0.5,0.52458,0.25868,2.9502,3.19704,0,3.99416,3.27327,0.0004952,0.0004952,0.0004952
78,328.973,2.58026,3.32226,0,3.33596,3.16573,0.69879,0.5,0.49668,0.11933,0.69879,0.5,0.52458,0.25868,2.9502,3.19704,0,3.99416,3.27327,0.0004754,0.0004754,0.0004754
79,333.117,2.84835,3.66711,0,3.53043,3.30914,0.69879,0.5,0.49668,0.11933,0.69879,0.5,0.52458,0.25868,2.9502,3.19704,0,3.99416,3.27327,0.0004556,0.0004556,0.0004556
80,337.246,2.43818,3.09737,0,3.57693,3.22903,0.69879,0.5,0.49668,0.11933,0.69879,0.5,0.52458,0.25868,2.9502,3.19704,0,3.99416,3.27327,0.0004358,0.0004358,0.0004358
81,341.403,2.88634,3.68574,0,3.59152,3.38944,0.69879,0.5,0.49668,0.11933,0.69879,0.5,0.52458,0.25868,2.9502,3.19704,0,3.99416,3.27327,0.000416,0.000416,0.000416
82,345.632,2.78719,3.34661,0,3.76822,3.50843,0.66454,0.5,0.41393,0.10985,0.66454,0.5,0.44996,0.15009,2.89507,3.37526,0,4.20938,3.25061,0.0003962,0.0003962,0.0003962
83,349.884,3.04846,3.79638,0,3.63947,3.50291,0.66454,0.5,0.41393,0.10985,0.66454,0.5,0.44996,0.15009,2.89507,3.37526,0,4.20938,3.25061,0.0003764,0.0003764,0.0003764
84,354.799,2.74226,3.76713,0,3.71479,3.28208,0.66454,0.5,0.41393,0.10985,0.66454,0.5,0.44996,0.15009,2.89507,3.37526,0,4.20938,3.25061,0.0003566,0.0003566,0.0003566
85,359.889,2.29372,2.90544,0,3.49164,3.07426,0.66454,0.5,0.41393,0.10985,0.66454,0.5,0.44996,0.15009,2.89507,3.37526,0,4.20938,3.25061,0.0003368,0.0003368,0.0003368
86,367.051,2.37198,3.14914,0,3.47321,3.18122,0.66454,0.5,0.41393,0.10985,0.66454,0.5,0.44996,0.15009,2.89507,3.37526,0,4.20938,3.25061,0.000317,0.000317,0.000317
87,373.392,2.71341,3.26292,0,3.53588,3.32696,0.66454,0.5,0.41393,0.10985,0.66454,0.5,0.44996,0.15009,2.89507,3.37526,0,4.20938,3.25061,0.0002972,0.0002972,0.0002972
88,379.081,2.53555,3.79872,0,3.58302,3.29531,0.45844,0.25,0.3228,0.12183,0.45844,0.25,0.35449,0.10201,2.78432,3.46404,0,4.31293,3.19501,0.0002774,0.0002774,0.0002774
89,383.965,2.49237,3.04707,0,2.96682,3.17591,0.45844,0.25,0.3228,0.12183,0.45844,0.25,0.35449,0.10201,2.78432,3.46404,0,4.31293,3.19501,0.0002576,0.0002576,0.0002576
90,388.682,2.80699,3.71496,0,3.8634,3.43212,0.45844,0.25,0.3228,0.12183,0.45844,0.25,0.35449,0.10201,2.78432,3.46404,0,4.31293,3.19501,0.0002378,0.0002378,0.0002378
91,393.578,2.28579,3.54434,0,4.40165,3.2055,0.45844,0.25,0.3228,0.12183,0.45844,0.25,0.35449,0.10201,2.78432,3.46404,0,4.31293,3.19501,0.000218,0.000218,0.000218
92,398.373,2.42184,2.99286,0,4.42298,3.07553,0.45844,0.25,0.3228,0.12183,0.45844,0.25,0.35449,0.10201,2.78432,3.46404,0,4.31293,3.19501,0.0001982,0.0001982,0.0001982
93,403.471,2.33455,3.66229,0,4.12272,3.09873,0.26722,0.25,0.31533,0.12025,0.26722,0.25,0.34169,0.09576,2.72085,3.46617,0,4.29557,3.17475,0.0001784,0.0001784,0.0001784
94,409.097,2.37146,2.87394,0,4.08424,3.04412,0.26722,0.25,0.31533,0.12025,0.26722,0.25,0.34169,0.09576,2.72085,3.46617,0,4.29557,3.17475,0.0001586,0.0001586,0.0001586
95,416.354,2.62468,3.20684,0,4.09466,3.30184,0.26722,0.25,0.31533,0.12025,0.26722,0.25,0.34169,0.09576,2.72085,3.46617,0,4.29557,3.17475,0.0001388,0.0001388,0.0001388
96,422.046,2.54777,3.85621,0,3.98898,3.21899,0.26722,0.25,0.31533,0.12025,0.26722,0.25,0.34169,0.09576,2.72085,3.46617,0,4.29557,3.17475,0.000119,0.000119,0.000119
97,427.516,2.31836,3.61188,0,3.88499,3.13752,0.26722,0.25,0.31533,0.12025,0.26722,0.25,0.34169,0.09576,2.72085,3.46617,0,4.29557,3.17475,9.92e-05,9.92e-05,9.92e-05
98,433.243,2.39781,3.50242,0,4.36428,2.98475,0.07726,0.5,0.11555,0.03919,0.07726,0.5,0.12505,0.05604,2.69245,3.32156,0,4.31224,3.17766,7.94e-05,7.94e-05,7.94e-05
99,440.044,2.19234,3.21324,0,3.99622,3.06207,0.07726,0.5,0.11555,0.03919,0.07726,0.5,0.12505,0.05604,2.69245,3.32156,0,4.31224,3.17766,5.96e-05,5.96e-05,5.96e-05
100,444.727,2.35474,3.40856,0,3.94918,3.05002,0.07726,0.5,0.11555,0.03919,0.07726,0.5,0.12505,0.05604,2.69245,3.32156,0,4.31224,3.17766,3.98e-05,3.98e-05,3.98e-05
