epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
11,835.134,1.40701,2.6621,0,0.92376,1.41045,0.83616,0.80513,0.89753,0.51194,0.76858,0.78462,0.80298,0.3085,1.40936,2.76522,0,1.22101,1.52469,0.001604,0.001604,0.001604
12,909.487,1.46708,2.58529,0,0.99628,1.47977,0.78997,0.79083,0.8454,0.47243,0.75411,0.75493,0.76999,0.31013,1.53683,2.74334,0,1.0178,1.64754,0.0015644,0.0015644,0.0015644
13,983.742,1.38998,2.54475,0,0.90935,1.38912,0.9058,0.87179,0.95423,0.5676,0.82863,0.75897,0.79908,0.33089,1.4292,2.79222,0,0.87917,1.51308,0.0015248,0.0015248,0.0015248
14,1058.07,1.26885,2.50882,0,0.8946,1.3237,0.87425,0.89133,0.9484,0.56093,0.77579,0.81538,0.78805,0.30527,1.42197,2.74183,0,0.89914,1.51142,0.0014852,0.0014852,0.0014852
15,1132.37,1.3292,2.48309,0,0.88061,1.40872,0.92972,0.93333,0.9657,0.58297,0.87222,0.87692,0.8618,0.36787,1.32408,2.58869,0,1.08415,1.47399,0.0014456,0.0014456,0.0014456
16,1206.86,1.33412,2.31049,0,0.85302,1.40537,0.93547,0.94359,0.96766,0.55929,0.86947,0.88718,0.8477,0.32967,1.3757,2.66461,0,0.72977,1.49291,0.001406,0.001406,0.001406
17,1281.08,1.34648,2.2625,0,0.85644,1.38003,0.9569,0.91282,0.97225,0.62648,0.9239,0.87163,0.88927,0.3689,1.26995,2.6103,0,0.70212,1.408,0.0013664,0.0013664,0.0013664
18,1355.36,1.38883,2.40158,0,0.9408,1.44189,0.94769,0.92913,0.97384,0.60606,0.90318,0.89231,0.90368,0.40429,1.33619,2.43715,0,0.70365,1.43684,0.0013268,0.0013268,0.0013268
19,1429.77,1.31719,2.27316,0,0.95415,1.3767,0.92434,0.97949,0.98492,0.63048,0.87837,0.93333,0.90367,0.43102,1.24934,2.22708,0,0.80776,1.38353,0.0012872,0.0012872,0.0012872
20,1504.18,1.25345,2.26864,0,0.85157,1.34845,0.97925,0.9679,0.98984,0.65571,0.9274,0.91708,0.90711,0.45063,1.1487,2.1977,0,0.65229,1.32043,0.0012476,0.0012476,0.0012476
21,1578.52,1.1901,2.29244,0,0.7745,1.30922,0.94177,0.94872,0.98257,0.6699,0.90237,0.90769,0.9038,0.45255,1.12638,2.25196,0,0.64922,1.30293,0.001208,0.001208,0.001208
22,1652.73,1.18411,2.34396,0,0.75235,1.29661,0.95889,0.95702,0.98334,0.68898,0.89224,0.89167,0.8609,0.39771,1.05944,2.47653,0,0.68156,1.25439,0.0011684,0.0011684,0.0011684
23,1727.07,1.20695,2.37735,0,0.77593,1.30326,0.9401,0.96579,0.97882,0.61501,0.87977,0.90058,0.86241,0.34787,1.26069,2.54976,0,0.78563,1.39531,0.0011288,0.0011288,0.0011288
24,1801.3,1.24509,2.32907,0,0.79171,1.33879,0.96989,0.99108,0.98887,0.66972,0.92968,0.94924,0.90925,0.44412,1.12107,2.24294,0,0.58136,1.28436,0.0010892,0.0010892,0.0010892
25,1875.45,1.27114,2.30762,0,0.80202,1.34125,0.96985,0.98965,0.98825,0.67338,0.93461,0.95385,0.93039,0.44377,1.1278,2.33713,0,0.6761,1.30883,0.0010496,0.0010496,0.0010496
26,1949.75,1.2173,2.32284,0,0.78107,1.28844,0.98476,0.99427,0.99014,0.70854,0.93909,0.94881,0.9268,0.43202,1.05079,2.41177,0,0.5854,1.2302,0.00101,0.00101,0.00101
27,2023.94,1.17347,2.23631,0,0.75118,1.29782,0.98677,0.98462,0.99294,0.71793,0.94367,0.93846,0.93814,0.37189,0.99024,2.5431,0,0.52814,1.2079,0.0009704,0.0009704,0.0009704
28,2098.47,1.19317,2.348,0,0.78249,1.34239,0.97974,0.9919,0.99342,0.72371,0.94431,0.95647,0.93919,0.37909,0.98201,2.44731,0,0.52375,1.19509,0.0009308,0.0009308,0.0009308
29,2172.91,1.08517,2.17979,0,0.72049,1.23403,0.97919,0.96513,0.99223,0.71477,0.94287,0.93103,0.93379,0.42095,0.9731,2.37197,0,0.54134,1.18665,0.0008912,0.0008912,0.0008912
30,2247.14,1.0929,2.17772,0,0.72941,1.2323,0.9709,0.99487,0.99294,0.71785,0.93931,0.94872,0.9388,0.46623,0.95225,2.28504,0,0.53474,1.16704,0.0008516,0.0008516,0.0008516
31,2321.45,1.11456,2.12931,0,0.7226,1.26171,0.97911,0.98974,0.99243,0.72925,0.94852,0.95897,0.94703,0.42915,0.96455,2.40265,0,0.52582,1.1728,0.000812,0.000812,0.000812
32,2395.69,1.15193,2.13744,0,0.6958,1.27353,0.9884,1,0.99397,0.74546,0.95288,0.9641,0.95024,0.41578,0.91055,2.40487,0,0.49014,1.14173,0.0007724,0.0007724,0.0007724
33,2469.9,1.06789,2.12636,0,0.67322,1.19715,0.98465,0.99487,0.98755,0.72861,0.949,0.95897,0.93045,0.45524,0.97435,2.19566,0,0.51189,1.18234,0.0007328,0.0007328,0.0007328
34,2544.21,1.08005,2.38128,0,0.66436,1.214,0.98675,0.99487,0.99091,0.76246,0.93997,0.94872,0.92058,0.41481,0.87214,2.39739,0,0.47864,1.14315,0.0006932,0.0006932,0.0006932
35,2618.33,1.03729,2.07894,0,0.66514,1.19792,0.98979,0.99433,0.99335,0.76293,0.95406,0.95849,0.94052,0.44387,0.8488,2.31945,0,0.44246,1.11698,0.0006536,0.0006536,0.0006536
36,2693.54,1.00311,2.06686,0,0.65016,1.19838,0.98467,1,0.99454,0.78641,0.95913,0.96277,0.95449,0.46424,0.8203,2.17799,0,0.42021,1.09908,0.000614,0.000614,0.000614
37,2767.8,0.9738,2.16058,0,0.60426,1.16954,0.99487,0.99389,0.99474,0.78108,0.95894,0.95802,0.94739,0.42382,0.82173,2.27698,0,0.42006,1.08795,0.0005744,0.0005744,0.0005744
38,2842.03,1.01719,2.09746,0,0.63511,1.1785,0.98978,0.99376,0.99464,0.76867,0.9539,0.95512,0.93784,0.39554,0.85304,2.40433,0,0.4362,1.09817,0.0005348,0.0005348,0.0005348
39,2916.27,1.00648,1.94928,0,0.60181,1.19586,0.98963,0.99487,0.99479,0.78252,0.95263,0.95385,0.93649,0.40604,0.83671,2.39,0,0.43555,1.10634,0.0004952,0.0004952,0.0004952
40,2992.19,0.92832,2.09624,0,0.58008,1.14738,0.98484,0.99922,0.99433,0.78363,0.9444,0.95822,0.92887,0.41182,0.82055,2.40517,0,0.41465,1.08711,0.0004556,0.0004556,0.0004556
41,3067.62,0.97817,1.9287,0,0.57779,1.2117,0.98784,0.99487,0.99469,0.78292,0.95212,0.95897,0.94379,0.43425,0.84332,2.30864,0,0.41842,1.09881,0.000416,0.000416,0.000416
42,3142.53,0.92701,2.03342,0,0.48111,1.172,0.98278,0.99487,0.99396,0.76665,0.94691,0.95897,0.94287,0.45141,0.8948,2.21768,0,0.43583,1.13164,0.0003764,0.0003764,0.0003764
43,3217.28,0.90691,1.93927,0,0.52333,1.14677,0.97875,0.99487,0.99381,0.76547,0.94339,0.95897,0.93886,0.43857,0.82622,2.27655,0,0.41708,1.09629,0.0003368,0.0003368,0.0003368
44,3292.62,0.90534,1.82023,0,0.46514,1.14395,0.97869,1,0.99398,0.81437,0.93851,0.95897,0.92731,0.40016,0.7328,2.50445,0,0.40667,1.04039,0.0002972,0.0002972,0.0002972
45,3366.92,0.85128,1.94681,0,0.46439,1.09728,0.97491,0.9962,0.99371,0.80662,0.93477,0.95544,0.92425,0.38425,0.74455,2.5856,0,0.40197,1.04731,0.0002576,0.0002576,0.0002576
46,3442.56,0.82409,1.77955,0,0.43329,1.10238,0.9848,1,0.99395,0.81728,0.94934,0.9641,0.93966,0.42335,0.69602,2.41097,0,0.3928,1.02944,0.000218,0.000218,0.000218
47,3517.37,0.80243,1.90022,0,0.43816,1.10833,0.98461,1,0.99449,0.81065,0.94922,0.9641,0.94444,0.44572,0.71175,2.30424,0,0.39834,1.03224,0.0001784,0.0001784,0.0001784
48,3592.1,0.783,1.84951,0,0.4276,1.09378,0.98179,1,0.9948,0.82286,0.95676,0.95385,0.94651,0.43589,0.6787,2.31967,0,0.3845,1.01809,0.0001388,0.0001388,0.0001388
49,3666.66,0.75568,1.84329,0,0.39285,1.04715,0.98651,1,0.9949,0.82209,0.96896,0.95385,0.9467,0.42678,0.68644,2.33389,0,0.37965,1.01946,9.92e-05,9.92e-05,9.92e-05
50,3741.38,0.79645,1.92477,0,0.44213,1.06838,0.99188,1,0.99495,0.82497,0.96874,0.95897,0.94556,0.44088,0.66788,2.29155,0,0.37203,1.00885,5.96e-05,5.96e-05,5.96e-05
